id,popularity,runtime,vote_count,vote_average,release_year,budget_adj,revenue_adj,profit,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,Thriller,War,Western,popularity_encoded,release_month,release_day_of_week,star_power
806,0.727752,110,154,5.2,2006,27041728.9572893,128922344.915954,94188334.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,6,1,2547887712.931955
807,4.76535899999999,127,3535,7.9,1995,47221906.6145298,468372425.440186,294311859.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,9,4,11639819979.829788
808,2.918566,90,2284,7.1,2001,73889287.0016306,596544195.583957,424409218.0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,5,2,14828628144.503029
809,2.191033,93,1676,6.5,2004,173166809.971822,1061903622.74202,769838758.0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,5,2,18869055424.526207
810,1.862295,93,1277,5.8,2007,168266973.221047,840239200.967451,638958165.0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,5,3,18869055424.526207
812,3.966538,90,2121,7.3,1992,43512679.1284907,783306265.856875,476050219.0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,11,2,5025596994.738041
818,1.15929,94,557,5.9,2002,76372467.7980944,359597833.494927,233633907.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,7,4,5499568211.051368
834,5.838503,106,1015,6.3,2006,54083457.9145786,120433910.501179,61340801.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,3,1765894088.9640303
860,1.106471,114,257,6.8,1983,26271743.9730977,174198447.996724,67567667.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,6,4,2533573381.474597
862,4.282462,81,3141,7.5,1995,42929006.0132089,517950958.475917,331958736.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,10,0,9610670579.357632
863,1.810197,92,2272,7.2,1999,117814756.193489,634910500.711404,395015179.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,10,5,11321679791.003265
868,0.075624,94,42,6.8,2005,3349689.86896348,11031612.921451,6879971.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,55158064.607255004
881,1.199355,138,502,6.9,1992,62160970.1835582,378001136.302535,203240178.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,12,4,7956396456.563565
889,0.632783,90,55,4.4,2000,105102245.49048,75304207.6860892,-23531725.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,4,4,559914152.1940513
920,3.941265,117,2336,6.4,2006,129800298.994988,499712923.92372,341983149.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,6,3,5796144918.932491
921,1.053307,144,370,7.0,2005,98257569.4895954,121191680.084965,20539911.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,6,3,4949315902.665749
924,1.107167,101,546,6.7,2004,32324471.1947401,118164853.186869,74356381.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,3,4,3229323057.3246746
948,1.198849,91,522,7.3,1978,1002810.20847421,233989048.643983,69700000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,10,2,1509233710.433641
950,3.145562,91,1775,6.4,2006,86533532.6633258,714919257.183175,580940780.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,10504223439.433193
954,3.293387,110,1754,6.5,1996,111217339.11682,636297139.642961,377696359.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,5,1,8796311688.02911
955,1.956406,123,1269,5.8,2000,158286514.292892,691886948.73239,421388105.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,1,11527682328.107794
956,3.098051,126,1363,6.3,2006,162250373.743735,430342087.606332,247850012.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,5,2,10073134683.744087
957,1.846689,96,496,6.5,1987,43563125.9440676,73154354.1344381,15419483.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,6,2,992079645.869964
984,0.885391,102,300,7.2,1971,21540779.6577493,193737772.241797,31976000.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,12,1,2126866498.183841
1024,0.834029,99,149,6.6,1994,7355557.80799081,4485617.75137361,-1950865.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,9,4,3828440353.545704
1091,2.355353,109,797,7.5,1982,22596424.0255122,31144285.1722943,3782838.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,3,6,4,1331875149.636698
1103,1.003963,99,336,6.5,1981,14389144.8291408,119909540.24284,44000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,4,1600448939.0159802
1124,2.582095,130,2519,7.8,2006,43266766.3316629,118633483.003894,69676311.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3,10,3,18661678338.4353
1125,0.6477,134,146,6.5,2006,75716841.0804101,167591309.913249,84937680.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,7184329044.454183
1165,0.451217,103,159,6.6,2006,16225037.3743735,133460805.880299,108384128.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,2480050903.99409
1213,0.640331,139,435,6.9,1999,52362113.8637728,168603735.434659,88798265.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,12,5,14430234228.300915
1246,1.409773,102,455,6.4,2006,25960059.7989977,168438745.77865,131721132.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,12,2,2425766578.6963835
1247,1.18228,167,174,5.9,2006,91941878.4547837,64801247.0780059,-25091435.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,12,0,10027467751.769615
1248,0.205036,121,423,6.0,2007,52583429.1315773,86415485.4412785,32169884.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,2602914993.3224955
1250,2.148427,114,986,5.2,2007,115683544.08947,240556981.559727,118738393.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,3,2,4,4423781365.9578285
1251,0.723825,141,292,6.9,2006,20551714.0075398,74281712.7279252,49673228.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,12,1,1799025940.2511306
1259,0.467297,92,119,6.3,2006,16225037.3743735,53510069.4204449,34469904.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,10507063027.817366
1262,0.713697,113,378,6.9,2006,32450074.7487471,58035037.6437092,23653224.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,9,5,5773206614.8228245
1265,2.089502,96,564,6.9,2007,63100114.9578927,144695991.533647,77587063.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4697463791.283332
1271,2.191408,117,3428,7.0,2007,68358457.8710504,444446100.355053,357610419.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,5015769259.751722
1381,1.432839,96,371,6.7,2006,37858420.540205,16554827.4840451,-19695110.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2,9,2,7326313536.88519
1402,0.890909,117,1392,7.5,2006,59491803.7060365,332156039.213103,252077295.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,3,7688592091.311515
1422,2.81975,151,2635,7.7,2006,97350224.2462415,313518943.434219,199847354.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,10,3,15454267197.113312
1427,1.6128,147,647,7.0,2006,54083457.9145786,142975378.722118,82180323.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,9,2,1070378613.0419099
1430,1.005772,120,235,7.2,2002,4849045.57448218,43113437.6023603,31564473.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,2,341200439.1027795
1443,0.941202,97,460,7.0,1999,7854317.07956593,13626424.5931234,4409377.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,4,2,3938481736.0290666
1487,2.361367,122,1314,6.4,2004,76193396.3876018,114658347.656152,33318987.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,4,4,3328433314.9478874
1495,1.592578,144,677,6.4,2005,145153227.655084,236312980.729345,81643158.0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,5,1,12069691041.067175
1576,3.326646,100,1265,6.3,2002,40004625.989478,124185363.980271,69441078.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,3,4,6463737563.184998
1581,2.606305,136,748,6.7,2006,91941878.4547837,210026294.295568,109168700.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,12,4,13519020686.782585
1584,1.622704,108,767,6.6,2003,41487342.5673884,155616590.811999,96282949.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,10,4,5607030519.822138
1588,0.736173,98,409,5.7,2000,35456179.2016078,114536031.835596,62449929.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,4,3643968653.463215
1620,0.915514,89,615,5.9,2007,25240045.9831571,105130841.769205,75965753.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,11,2,2903850803.72875
1635,2.623346,136,1027,6.4,2005,140686974.496466,181943054.602289,36949164.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,7,2,13042575756.102194
1640,1.539729,112,675,7.1,2004,7503895.09877896,113609042.216682,91910061.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,4,6986953385.976224
1646,0.54281,123,183,7.5,2007,22085040.2352624,43298020.0551095,20170784.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2432674713.332837
1648,1.280429,90,225,6.6,1989,17589849.3904325,71212573.8575788,30485039.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,4,1427578561.8269382
1656,1.310993,129,592,5.8,2005,83742246.724087,158998685.023413,67400065.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,10,0,4771091126.09935
1669,1.072912,134,615,6.9,1990,50.0669562094374,333.779708062916,170.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,4,10744449177.887657
1677,0.648721,152,246,7.0,2004,46177815.9924859,143995745.637812,84731534.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,3495328021.8779025
1683,0.63935,99,100,5.4,2007,42066743.3052618,66014350.6488111,22771059.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,2220662587.108824
1690,1.056592,94,448,5.7,2005,5359503.79034157,89971479.6238923,75778934.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,449857398.11946154
1715,1.152354,126,145,6.6,1999,31417268.3182637,115910204.734556,64545092.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,4,12855169730.906788
1717,0.928134,125,51,5.4,2006,59491803.7060365,10222743.8030903,-45549103.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,9,6,6550740785.305523
1726,4.977955,126,6220,7.3,2008,141790128.733283,592656630.491278,445174222.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4,2,13876461458.989498
1729,0.826564,104,243,6.2,2008,55703264.8595042,129542119.162854,72906624.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,4,2930794869.5545516
1771,7.95922799999999,124,5025,6.5,2011,135715725.962806,359229613.559164,230569774.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,7,4,9090042403.071186
1781,0.251388,100,130,6.5,2006,1081669.15829157,50019626.8868772,45243000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,663946381.5999645
1819,0.780687,108,242,5.3,2006,58410134.5477449,141083588.039378,76431368.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7,4,6890409916.179846
1832,0.82073,130,472,6.6,1999,13090528.4659432,40126252.9108426,20652890.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,11,4,7757616129.936676
1833,0.330618,135,89,6.5,2005,44662531.5861797,35362251.6525974,-8329380.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,11,2,1003181276.9789479
1844,1.820318,112,355,5.9,1999,86397487.8752252,278048579.212947,146404396.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,4,4,10249092058.288
1850,0.581756,118,226,6.6,1999,107342333.420734,62094175.6180791,-34565570.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12,2,2183973514.5846653
1858,0.890556999999999,144,2752,6.6,2007,157750287.394731,746379478.412346,559709780.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,2,12498949844.00293
1865,4.95513,136,3180,6.3,2011,368371256.184759,990417500.348983,641683000.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,5,2,13717019439.269451
1887,0.883222,123,363,6.5,2006,43266766.3316629,65413228.4460383,20474340.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,5,2,4796607002.152756
1891,5.488441,124,3954,8.0,1980,47628661.5525832,1424626187.77282,520400000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,31383318498.634537
1892,4.828854,135,3101,7.8,1983,70824243.1274759,1253818981.11608,540350000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,5,0,31383318498.634537
1893,3.526029,136,2823,6.3,1999,150541077.358347,1209980530.45701,809317558.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,5,2,16531364418.450047
1894,3.128314,142,2549,6.4,2002,145471367.234465,787240522.116133,529398328.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,5,2,18520444186.960773
1895,3.457537,140,2629,7.0,2005,126171651.730957,949078796.206319,737000000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,5,1,18520444186.960773
1904,1.813128,145,409,7.1,2005,94907879.6206319,181154535.374009,77242962.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,12,1,992188162.3113236
1930,3.702647,136,4837,6.4,2012,204195020.490732,714412708.528228,537215857.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,6,2,9629659227.3699
1947,0.893879,108,82,6.9,2005,33496898.6896348,20788492.4307616,-11381716.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,4,4234762096.9716816
1961,0.422526,86,41,6.0,2007,1577502.87394731,182008.074921711,-1326934.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,60597765.73361725
1975,0.405342,102,151,5.3,2006,21633383.1658314,42340683.3834308,19143839.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,10,4,236994563.85531098
1977,0.145081,90,74,5.4,2009,5082002.17062476,39243229.9091683,33610009.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,1,196216149.54584152
1988,0.643102,100,54,6.7,2007,16826697.3221047,19906898.9353853,2928871.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5798515813.0053215
1991,2.400727,113,720,6.7,2007,26291714.5657886,26331569.6500646,37897.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,5,0,1570356087.4002109
2016,0.20754,128,52,6.7,2006,15684202.7952278,24839127.1319293,8463701.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5,3,124195635.65964651
2044,1.259442,99,389,6.3,2006,43266766.3316629,124208189.511897,74830111.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,6,4,6018926174.122451
2048,2.791375,115,2339,6.6,2004,138533447.977457,400863751.430357,227234916.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,7,3,7066308250.587047
2062,2.764535,111,2434,7.3,2007,157750287.394731,655949691.961013,473722818.0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,6,4,3353134158.677818
2080,0.391859,107,2784,6.2,2009,152460065.118743,346726502.499023,191131793.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,1,7636400674.232979
2082,0.809646,109,241,5.8,2007,15775028.7394731,84400513.6770024,65253908.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8,4,856150151.5743846
2135,0.875246999999999,96,341,5.6,2002,96980911.4896437,149992103.329281,43729176.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,3023393297.934607
2142,0.473762,104,185,6.5,1997,20376904.8160814,60943500.9560164,29862187.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4494908980.014202
2149,0.394817,99,25,4.4,1993,45284098.8509612,20036092.9362541,-16726405.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,4,3464522096.9394956
2171,0.274314,97,163,6.5,2001,6157440.58346921,363542.680976722,-4704794.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,1865400671.514768
2179,0.877190999999999,93,206,6.2,2006,23796721.4824146,14500418.6600477,-8594405.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11,2,2971254192.675857
2196,0.642207,90,262,6.7,2007,9465017.24368391,48.3767548010511,-8999954.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,893254518.2428024
2252,0.992072,100,423,7.0,2007,54160932.0055246,57959933.3200051,3612356.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,9,4,5449446530.058848
2255,1.212565,113,227,6.7,1997,339615.080268024,16330421.020815,11771272.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,4,4,3601493108.43762
2268,1.269498,113,740,5.7,2007,189300344.873678,391467711.828926,192234864.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,12,1,8175203579.362284
2270,2.489611,127,684,7.0,2007,73616800.7842082,142564220.404915,65560026.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3,8,3,3727667037.244871
2292,1.297355,92,383,7.2,1994,39720.0121631503,4635663.77509881,3124130.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,1,139756623.47555825
2300,1.617244,88,677,6.3,1996,111217339.11682,319749849.960858,150000000.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,11,4,1648768876.691167
2309,1.380024,106,302,5.8,2008,60767198.02855,58225482.35989,-2509626.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,12,3,5600471191.870078
2310,0.969354,115,505,5.4,2007,73616800.7842082,205849271.283064,125735876.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,11,0,8051630144.046549
2355,0.390284,124,180,7.0,2007,21033371.6526309,23370503.1571616,2222308.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8064815644.7098255
2453,0.63395,98,44,6.4,1991,36825135.3643943,11903686.5803122,-15565274.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,4,1277190186.515621
2486,1.296272,104,536,4.8,2006,108166915.829157,269647254.707451,149288105.0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,12,3,4353518444.242666
2501,3.628943,119,2601,7.1,2002,72735683.6172328,259465426.668732,154034224.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3,6,4,7134477630.933506
2502,3.196643,108,1966,7.1,2004,86583404.9859111,333057748.360456,213500217.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,7,4,7429017496.31713
2503,2.755051,115,2051,7.2,2007,73616800.7842082,465704233.565496,372824138.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3,8,4,7664761635.558442
2652,0.548165999999999,103,353,6.8,2005,1060735.12517176,7840740.78168139,6072209.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1901812244.7666514
2662,0.407552,89,140,5.8,2003,8297468.51347769,19948945.6762365,9829545.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,140920014.3160565
2667,0.934621,81,522,6.3,1999,32726.321164858,324645105.955391,247975000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,7,2,1623225529.776955
2687,0.354374,99,58,5.3,1992,62160970.1835582,22312731.5301886,-25641967.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2,4,1836305859.3619845
2698,1.109374,96,683,5.2,2007,184042001.96052,181938664.795257,-2000000.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6,5,5594732498.675827
2757,0.898884,114,319,7.2,2002,23032966.4787903,39763595.6933686,13801173.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,4,4673239889.064931
2787,1.144594,109,1245,6.6,2000,29124718.6298921,67351113.1720718,30187659.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,4,5222321284.655046
2789,1.052176,119,1118,6.2,2004,121216766.980275,133653299.03553,10772733.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,6,4,9060801602.632113
2800,1.210683,97,181,5.2,2005,78159430.2758145,99299950.5474118,18933562.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,4,6454336613.155243
2959,0.492637,91,132,5.1,2007,36808400.3921041,72888230.030207,34307224.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,3393012623.62414
2976,1.019152,117,395,6.4,2007,52583429.1315773,95123431.712372,40450008.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,7,4,2914334294.3074183
2977,0.7944,120,175,6.9,2007,17352531.6134205,39239513.2078531,20811672.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,4,12108829171.759544
3021,0.917818,104,746,6.4,2007,26291714.5657886,99571558.6327845,69679598.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,7,3,6419643762.103055
3131,1.75153,167,1068,6.9,2002,121226139.362054,234902925.744383,93772504.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,12,5,16681677372.91105
3291,0.784909,93,154,6.4,2005,7815943.02758145,60964355.6151353,47600000.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,9,4,1487313102.432779
3509,0.715451,100,282,6.7,2006,9194187.84547836,5928624.32991947,-3019004.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5,3,11585160389.939686
3536,1.22950499999999,116,205,6.1,2000,78510111.0892746,161662974.580958,65666415.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,4,3,3461113388.406762
3563,1.09781,115,368,5.9,2007,89391829.5236814,195686301.564493,101072214.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7,3,7488524170.539707
3573,0.477489,121,77,6.5,1996,8341300.43376152,30906823.0864396,16231658.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8,4,8278134719.562928
3580,1.043504,141,642,7.1,2008,55703264.8595042,114465403.613703,58020255.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,5453211988.115326
3586,0.536193,133,16,6.0,1994,22066673.4239724,16624521.2819089,-3699347.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,759572697.8504446
3594,1.591827,101,569,6.2,2007,31550057.4789463,81574582.3902933,47566815.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,2,4,4145695758.764473
3638,0.947353,104,202,6.0,2007,29446720.3136832,97385615.0036929,64601050.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,4017583888.0298624
3877,0.408767,113,40,6.5,2007,16826697.3221047,2996353.128856,-13150858.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,590281024.4740304
3902,0.373385,135,96,6.5,2007,21033371.6526309,4207853.25100731,-15998879.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,5740454155.970066
3933,1.265401,77,1022,7.0,2005,44662531.5861797,130855702.841419,77195061.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2,9,4,10292100542.26723
3989,0.73712,98,391,6.5,2004,36942252.7939887,58769839.1441957,18907422.0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10,0,293849195.7209785
4141,0.993908,86,322,6.2,2007,41015074.7226303,28206425.5057395,-12179359.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,3,3341478171.9111657
4244,0.349034,104,141,5.9,2000,82308987.432304,88260560.3697167,4700000.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,4,2676430957.8085985
4348,1.480854,128,749,7.6,2005,31263772.1103258,135269350.237208,93147947.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,9,4,6329427014.604179
4349,1.352489,110,307,6.4,2007,73616800.7842082,91136082.8647536,16658558.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,8,2,5572899880.624746
4380,0.87766,107,172,5.8,2004,57722269.9906074,196404018.024125,120128460.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,10,4,4359543038.355204
4413,1.196636,122,115,6.3,2007,73616800.7842082,73371361.3187251,-233381.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,9,4,2696141297.77956
4464,0.62007,141,109,6.4,2003,103125680.096079,175830997.398388,61336445.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1,9348712349.53426
